City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
261,Bardiyah,LY,2021-04-26 01:33:06,31.7561,25.0865,60.66,79,0,22.32,clear sky
262,Camana,PE,2021-04-26 01:33:06,-16.6228,-72.7111,67.89,84,46,5.59,scattered clouds
263,Tondano,ID,2021-04-26 01:33:06,1.3038,124.9112,86.0,62,20,3.44,few clouds
264,Manokwari,ID,2021-04-26 01:33:07,-0.8667,134.0833,82.04,75,88,7.09,overcast clouds
265,Yar-Sale,RU,2021-04-26 01:33:07,66.8333,70.8333,33.3,99,100,11.83,overcast clouds
266,Iturama,BR,2021-04-26 01:33:07,-19.7281,-50.1956,67.6,41,49,4.59,scattered clouds
267,Kabale,UG,2021-04-26 01:33:07,-1.2486,29.9899,55.36,93,100,1.57,overcast clouds
268,Port Elizabeth,ZA,2021-04-26 01:33:08,-33.918,25.5701,57.2,88,0,5.75,clear sky
269,Haines Junction,CA,2021-04-26 01:33:08,60.7522,-137.5108,57.2,21,0,5.75,clear sky
270,El Dorado,US,2021-04-26 01:33:08,38.7666,-120.5177,41.0,98,100,4.23,heavy intensity rain
271,Gizo,SB,2021-04-26 01:33:08,-8.103,156.8419,84.74,67,20,3.06,few clouds
272,Burnie,AU,2021-04-26 01:33:09,-41.0667,145.9167,61.0,62,11,14.0,few clouds
273,Pinega,RU,2021-04-26 01:33:09,64.7001,43.3936,40.01,93,100,5.41,overcast clouds
274,Payo,ID,2021-04-26 01:33:09,-3.7508,103.6372,83.44,67,67,2.51,broken clouds
275,Baghdad,IQ,2021-04-26 01:29:28,33.3406,44.4009,77.0,33,0,8.05,clear sky
276,Hofn,IS,2021-04-26 01:33:10,64.2539,-15.2082,43.57,71,12,17.11,few clouds
277,Palana,RU,2021-04-26 01:33:10,59.1167,159.9667,25.66,91,100,3.22,overcast clouds
278,Yulin,CN,2021-04-26 01:33:10,22.6333,110.15,71.96,88,100,5.35,light rain
279,Huoqiu,CN,2021-04-26 01:33:10,32.3394,116.2694,59.86,77,100,8.5,overcast clouds
280,Roebourne,AU,2021-04-26 01:31:04,-20.7833,117.1333,84.99,23,0,13.13,clear sky
281,Arraial Do Cabo,BR,2021-04-26 01:30:15,-22.9661,-42.0278,74.23,85,64,9.44,broken clouds
282,Port Macquarie,AU,2021-04-26 01:33:11,-31.4333,152.9167,73.0,57,1,7.65,clear sky
283,Vidim,RU,2021-04-26 01:33:11,56.4088,103.1106,33.26,93,100,9.26,light snow
284,Tifton,US,2021-04-26 01:33:12,31.4505,-83.5085,64.99,82,1,6.71,clear sky
285,Gorontalo,ID,2021-04-26 01:33:12,0.5412,123.0595,87.55,60,100,5.41,overcast clouds
286,Ucluelet,CA,2021-04-26 01:33:12,48.9329,-125.5528,51.8,76,75,6.91,broken clouds
287,La Reforma,MX,2021-04-26 01:33:12,25.0833,-108.05,80.01,53,100,1.01,overcast clouds
288,Taltal,CL,2021-04-26 01:33:13,-25.4,-70.4833,61.95,83,0,3.18,clear sky
289,Shadegan,IR,2021-04-26 01:33:13,30.6497,48.6647,77.0,83,5,11.5,mist
290,Amli,IN,2021-04-26 01:33:13,20.2833,73.0167,83.28,67,10,3.11,clear sky
291,Ouadda,CF,2021-04-26 01:33:14,8.0777,22.4007,69.62,94,100,4.09,overcast clouds
292,Mansfield,GB,2021-04-26 01:32:15,53.1333,-1.2,37.99,88,14,4.23,few clouds
293,Sudzha,RU,2021-04-26 01:33:14,51.1976,35.2726,34.25,97,100,4.7,snow
294,Saldanha,ZA,2021-04-26 01:33:14,-33.0117,17.9442,60.8,94,15,9.22,few clouds
295,Sunrise Manor,US,2021-04-26 01:33:14,36.2111,-115.0731,75.99,16,1,16.11,clear sky
296,Pine Hill,US,2021-04-26 01:33:15,39.7843,-74.9921,57.99,63,100,6.38,overcast clouds
297,Meulaboh,ID,2021-04-26 01:33:15,4.1363,96.1285,81.88,72,88,2.93,overcast clouds
298,Ostrovnoy,RU,2021-04-26 01:33:15,68.0531,39.5131,31.68,98,100,22.77,snow
299,Nalut,LY,2021-04-26 01:33:15,30.3333,10.85,67.77,27,64,16.33,broken clouds
300,Udgir,IN,2021-04-26 01:33:15,18.3833,77.1167,90.19,25,84,11.52,broken clouds
301,San Juan,AR,2021-04-26 01:33:16,-31.5375,-68.5364,65.26,44,0,5.61,clear sky
302,Yeppoon,AU,2021-04-26 01:33:16,-23.1333,150.7333,78.8,38,40,13.8,scattered clouds
303,Bay-Khaak,RU,2021-04-26 01:33:16,51.1667,94.5,37.53,41,43,10.71,scattered clouds
304,Amapa,BR,2021-04-26 01:33:16,1.0,-52.0,70.18,99,100,1.54,overcast clouds
305,Indi,IN,2021-04-26 01:33:17,17.1667,75.9667,90.19,30,88,11.21,overcast clouds
306,San Cristobal,VE,2021-04-26 01:33:17,7.7669,-72.225,78.8,78,75,5.75,broken clouds
307,Tecoanapa,MX,2021-04-26 01:33:17,16.5167,-98.75,81.48,76,82,2.73,broken clouds
308,Lompoc,US,2021-04-26 01:31:46,34.6391,-120.4579,55.4,82,100,9.22,overcast clouds
309,Boguchar,RU,2021-04-26 01:33:18,49.9358,40.545,39.74,53,100,2.89,overcast clouds
310,Takoradi,GH,2021-04-26 01:33:18,4.8845,-1.7554,79.57,86,100,6.02,light rain
311,Kwinana,AU,2021-04-26 01:33:18,-32.25,115.7667,71.01,68,20,7.14,few clouds
312,Te Anau,NZ,2021-04-26 01:33:18,-45.4167,167.7167,47.77,83,96,7.29,moderate rain
313,Mkushi,ZM,2021-04-26 01:33:19,-13.6202,29.3939,60.15,84,42,3.56,scattered clouds
314,Kaniama,CD,2021-04-26 01:33:19,-7.5667,24.1833,66.56,96,100,2.19,overcast clouds
315,Shitanjing,CN,2021-04-26 01:33:19,39.2342,106.3439,43.16,22,28,25.97,scattered clouds
316,Edd,ER,2021-04-26 01:33:19,13.9297,41.6925,86.47,62,92,11.54,overcast clouds
317,Narsaq,GL,2021-04-26 01:33:20,60.9167,-46.05,50.0,32,75,33.38,broken clouds
318,Yanam,IN,2021-04-26 01:33:20,16.7333,82.2167,82.4,83,40,3.44,mist
319,Hamilton,US,2021-04-26 01:30:14,39.1834,-84.5333,52.0,66,1,4.27,clear sky
320,Staunton,US,2021-04-26 01:31:08,38.1496,-79.0717,55.4,50,1,6.91,clear sky
321,Joshimath,IN,2021-04-26 01:33:20,30.5667,79.5667,59.72,40,0,6.62,clear sky
322,Lima,PE,2021-04-26 01:33:20,-12.0432,-77.0282,64.4,82,75,5.75,broken clouds
323,Bubaque,GW,2021-04-26 01:33:21,11.2833,-15.8333,77.54,68,40,14.61,scattered clouds
324,Narrabri,AU,2021-04-26 01:33:21,-30.3167,149.7833,72.0,40,0,3.44,clear sky
325,Pingzhuang,CN,2021-04-26 01:33:21,42.0372,119.2889,62.28,37,100,10.96,moderate rain
326,Mattru,SL,2021-04-26 01:33:21,7.6244,-11.8332,77.13,92,100,2.93,overcast clouds
327,Lake Forest,US,2021-04-26 01:29:29,33.647,-117.6892,63.0,63,75,8.05,broken clouds
328,Senanga,ZM,2021-04-26 01:33:22,-16.1167,23.2667,59.74,79,8,5.61,clear sky
329,Skibbereen,IE,2021-04-26 01:33:22,51.55,-9.2667,44.6,70,20,6.91,few clouds
330,Sai Buri,TH,2021-04-26 01:33:22,6.7013,101.6168,78.8,89,20,2.3,few clouds
331,Bellevue,US,2021-04-26 01:29:26,47.6104,-122.2007,57.99,54,75,5.75,broken clouds
332,Lago Da Pedra,BR,2021-04-26 01:33:23,-4.3333,-45.1667,73.56,95,89,1.54,overcast clouds
333,Beringovskiy,RU,2021-04-26 01:33:23,63.05,179.3167,31.86,90,60,1.63,broken clouds
334,Neftcala,AZ,2021-04-26 01:33:23,39.3742,49.2472,56.12,79,9,3.89,clear sky
335,Bayir,TR,2021-04-26 01:33:23,37.2687,28.2167,53.6,94,0,4.61,clear sky
336,Daphne,US,2021-04-26 01:32:52,30.6035,-87.9036,71.6,53,1,5.75,clear sky
337,Isangel,VU,2021-04-26 01:33:24,-19.55,169.2667,82.4,78,75,9.22,broken clouds
338,Aguilas,ES,2021-04-26 01:33:24,37.4063,-1.5829,60.01,93,100,1.99,overcast clouds
339,Nuevo Progreso,MX,2021-04-26 01:33:24,23.1667,-97.95,78.01,76,37,1.99,scattered clouds
340,Tessalit,ML,2021-04-26 01:33:24,20.1986,1.0114,86.36,8,3,7.94,clear sky
341,Bindura,ZW,2021-04-26 01:33:25,-17.3019,31.3306,59.0,77,84,5.99,broken clouds
342,Santa Isabel,BR,2021-04-26 01:33:25,-23.3156,-46.2214,68.0,88,0,4.61,clear sky
343,Flinders,AU,2021-04-26 01:33:25,-34.5833,150.8552,71.01,59,0,1.01,clear sky
344,Isla Vista,US,2021-04-26 01:30:16,34.4133,-119.861,57.0,82,90,16.11,light rain
345,Broome,US,2021-04-26 01:33:26,42.2506,-75.833,45.0,70,40,13.8,scattered clouds
346,Luderitz,NA,2021-04-26 01:33:26,-26.6481,15.1594,61.09,91,92,3.22,overcast clouds
347,Shizilu,CN,2021-04-26 01:33:26,35.1711,118.8289,54.37,83,100,4.0,light rain
348,Port Blair,IN,2021-04-26 01:29:25,11.6667,92.75,80.6,83,40,6.17,mist
349,Kutum,SD,2021-04-26 01:33:26,14.2,24.6667,74.95,15,43,11.1,scattered clouds
350,Kosh,AM,2021-04-26 01:33:27,40.3,44.1558,64.4,45,40,10.36,scattered clouds
351,Pundaguitan,PH,2021-04-26 01:33:27,6.3711,126.1689,83.05,72,100,3.29,overcast clouds
352,Basoko,CD,2021-04-26 01:33:27,1.2391,23.616,70.57,94,100,3.67,light rain
353,Vila,PT,2021-04-26 01:33:27,42.0304,-8.1588,52.0,94,26,2.75,scattered clouds
354,Deputatskiy,RU,2021-04-26 01:33:28,69.3,139.9,26.71,83,69,4.52,broken clouds
355,Poum,NC,2021-04-26 01:33:28,-20.2333,164.0167,77.36,70,63,21.0,broken clouds
356,Malanje,AO,2021-04-26 01:33:28,-9.5402,16.341,62.47,91,6,1.32,clear sky
357,Copiapo,CL,2021-04-26 01:33:28,-27.3667,-70.3333,60.8,77,90,8.05,overcast clouds
358,Inirida,CO,2021-04-26 01:33:29,3.8653,-67.9239,74.8,95,100,2.55,moderate rain
359,Orcopampa,PE,2021-04-26 01:33:29,-15.2661,-72.3417,44.58,73,7,1.45,clear sky
360,Sa Kaeo,TH,2021-04-26 01:33:29,13.75,102.3333,85.78,65,83,6.04,broken clouds
361,Tabou,CI,2021-04-26 01:33:29,4.423,-7.3528,76.24,89,100,4.94,overcast clouds
362,Wajima,JP,2021-04-26 01:33:29,37.4,136.9,50.0,37,20,12.66,few clouds
363,Osa,RU,2021-04-26 01:33:30,57.2829,55.4567,36.34,80,100,14.0,light rain
364,Taksimo,RU,2021-04-26 01:33:30,56.3444,114.8794,38.98,63,100,4.29,overcast clouds
365,Avera,US,2021-04-26 01:33:24,33.194,-82.5271,66.2,82,90,6.24,overcast clouds
366,Samarai,PG,2021-04-26 01:33:30,-10.6167,150.6667,85.6,68,49,10.94,scattered clouds
367,Victoria,HK,2021-04-26 01:33:31,22.2855,114.1577,75.0,78,100,4.0,overcast clouds
368,Uruzgan,AF,2021-04-26 01:33:31,32.8333,66.0,65.19,14,4,4.23,clear sky
369,Gari,RU,2021-04-26 01:33:31,59.4307,62.3497,38.37,77,0,10.83,clear sky
370,Hauknes,NO,2021-04-26 01:33:31,66.2833,14.0667,18.7,89,23,2.77,few clouds
371,Katherine,AU,2021-04-26 01:33:32,-14.4667,132.2667,86.0,58,75,14.97,broken clouds
372,Villagarzon,CO,2021-04-26 01:33:32,1.0375,-76.6267,72.72,96,98,3.44,overcast clouds
373,Codrington,AU,2021-04-26 01:33:16,-38.2667,141.9667,61.41,63,100,9.15,overcast clouds
374,Cherskiy,RU,2021-04-26 01:33:32,68.75,161.3,20.66,75,86,6.24,overcast clouds
375,Lesozavodsk,RU,2021-04-26 01:33:32,45.4794,133.4244,53.76,23,100,7.38,overcast clouds
376,Sur,OM,2021-04-26 01:33:33,22.5667,59.5289,83.84,42,19,6.42,few clouds
377,Wellington,NZ,2021-04-26 01:30:13,-41.2866,174.7756,62.6,45,3,16.11,clear sky
378,Dicabisagan,PH,2021-04-26 01:33:33,17.0818,122.4157,81.01,67,37,8.66,scattered clouds
379,Pokhara,NP,2021-04-26 01:33:33,28.2333,83.9833,82.27,12,0,2.19,clear sky
380,Zyuzelskiy,RU,2021-04-26 01:33:33,56.4856,60.1331,33.8,86,0,4.47,clear sky
381,Konstantinovo,BY,2021-04-26 01:33:34,54.6628,29.2699,27.7,92,21,6.98,few clouds
382,Nachalovo,RU,2021-04-26 01:33:34,46.338,48.2013,51.8,54,0,13.42,clear sky
383,Igrim,RU,2021-04-26 01:33:34,63.1906,64.4162,42.8,69,100,11.14,overcast clouds
384,Tambun,ID,2021-04-26 01:33:34,-6.2641,107.0712,90.0,78,4,5.75,haze
385,Chamba,IN,2021-04-26 01:33:35,32.5667,76.1333,68.9,40,0,7.29,clear sky
386,Nyagan,RU,2021-04-26 01:33:35,62.1406,65.3936,42.26,73,100,9.84,overcast clouds
387,Chilca,PE,2021-04-26 01:33:35,-12.5211,-76.7372,64.4,82,75,5.75,broken clouds
388,Gumdag,TM,2021-04-26 01:33:35,39.2061,54.5906,69.84,39,1,6.04,clear sky
389,Buraydah,SA,2021-04-26 01:33:36,26.326,43.975,77.0,47,20,6.91,few clouds
390,Bollnas,SE,2021-04-26 01:33:36,61.3482,16.3946,32.0,63,72,1.99,broken clouds
391,Shibetsu,JP,2021-04-26 01:33:36,43.659,145.132,41.0,30,40,14.97,scattered clouds
392,Iwanai,JP,2021-04-26 01:33:36,42.9744,140.5089,42.93,48,51,10.74,broken clouds
393,Plyussa,RU,2021-04-26 01:33:37,58.4308,29.3654,34.86,96,100,7.47,overcast clouds
394,Dauriya,RU,2021-04-26 01:33:37,49.9333,116.8667,60.98,38,84,19.28,broken clouds
395,Hami,CN,2021-04-26 01:32:45,42.8,93.45,47.07,12,88,2.24,overcast clouds
396,Yulara,AU,2021-04-26 01:33:37,-25.2406,130.9889,71.6,28,0,18.41,clear sky
397,Klyuchi,RU,2021-04-26 01:33:38,52.2667,79.1667,47.3,41,82,14.65,broken clouds
398,Halifax,CA,2021-04-26 01:29:18,44.6453,-63.5724,45.0,100,100,10.36,overcast clouds
399,Flagstaff,US,2021-04-26 01:33:40,35.1981,-111.6513,60.01,15,1,19.57,clear sky
400,Neuquen,AR,2021-04-26 01:29:07,-38.9516,-68.0591,59.0,72,0,3.44,clear sky
401,Hurricane,US,2021-04-26 01:33:40,37.1753,-113.2899,77.0,13,1,19.57,clear sky
402,Santiago De Las Vegas,CU,2021-04-26 01:33:41,22.97,-82.3869,80.6,78,40,4.61,scattered clouds
403,Toamasina,MG,2021-04-26 01:33:41,-18.1667,49.3833,73.4,100,40,9.22,light rain
404,Balkanabat,TM,2021-04-26 01:33:41,39.5108,54.3671,72.97,31,8,2.17,clear sky
405,Los Llanos De Aridane,ES,2021-04-26 01:32:44,28.6585,-17.9182,66.2,72,40,5.75,scattered clouds
406,Ganzhou,CN,2021-04-26 01:33:41,28.8184,115.4327,65.21,83,98,2.42,overcast clouds
407,Nelson,NZ,2021-04-26 01:32:14,-41.2833,173.2833,64.0,36,76,5.99,broken clouds
408,Port Lincoln,AU,2021-04-26 01:33:42,-34.7333,135.8667,65.61,64,1,8.05,clear sky
409,Itoman,JP,2021-04-26 01:33:42,26.1247,127.6694,75.0,60,40,11.5,scattered clouds
410,Manavalakurichi,IN,2021-04-26 01:33:42,8.1333,77.3,84.2,84,40,3.27,mist
411,Lingao,CN,2021-04-26 01:33:43,19.9103,109.6859,83.48,72,100,12.41,light rain
412,Soyo,AO,2021-04-26 01:33:43,-6.1349,12.3689,78.46,87,50,3.06,scattered clouds
413,Bonoua,CI,2021-04-26 01:33:43,5.2741,-3.595,80.6,94,20,4.61,few clouds
414,Praia Da Vitoria,PT,2021-04-26 01:33:43,38.7333,-27.0667,59.0,88,75,11.03,broken clouds
415,Marabba,SD,2021-04-26 01:33:44,12.35,32.1833,82.42,57,99,18.41,overcast clouds
416,Hameenlinna,FI,2021-04-26 01:33:44,60.996,24.4643,34.0,93,90,8.05,light snow
417,Zanjan,IR,2021-04-26 01:33:21,36.6736,48.4787,58.55,19,35,4.85,scattered clouds
418,Nanakuli,US,2021-04-26 01:33:44,21.3906,-158.1547,82.4,54,90,10.36,overcast clouds
419,Kavaratti,IN,2021-04-26 01:33:13,10.5669,72.642,83.84,74,24,7.25,few clouds
420,Limbang,MY,2021-04-26 01:33:45,4.75,115.0,86.0,70,75,3.44,broken clouds
421,Bafoulabe,ML,2021-04-26 01:33:45,13.8065,-10.8321,93.4,16,71,2.89,broken clouds
422,Sao Joao Da Barra,BR,2021-04-26 01:32:48,-21.6403,-41.0511,74.3,90,65,5.95,broken clouds
423,Geraldton,AU,2021-04-26 01:31:11,-28.7667,114.6,78.8,29,0,13.8,clear sky
424,Kodinsk,RU,2021-04-26 01:33:45,58.6881,99.1844,36.45,94,100,7.67,light snow
425,Youhao,CN,2021-04-26 01:33:46,47.8667,128.8333,56.07,25,100,5.41,overcast clouds
426,Le Pont-De-Claix,FR,2021-04-26 01:33:46,45.1244,5.7064,57.99,76,100,5.75,overcast clouds
427,Shemonaikha,KZ,2021-04-26 01:33:46,50.6328,81.9056,43.65,50,93,7.36,overcast clouds
428,Bujumbura,BI,2021-04-26 01:33:46,-3.3822,29.3644,69.62,92,100,0.13,light rain
429,Altay,CN,2021-04-26 01:33:46,47.8667,88.1167,38.08,28,53,2.24,broken clouds
430,Ilulissat,GL,2021-04-26 01:33:47,69.2167,-51.1,48.2,43,75,19.57,broken clouds
431,Kokopo,PG,2021-04-26 01:33:47,-4.352,152.2633,85.19,63,86,8.5,overcast clouds
432,Santa,PH,2021-04-26 01:33:47,17.486,120.4348,87.19,49,8,6.33,clear sky
433,Pindiga,NG,2021-04-26 01:33:47,9.9833,10.9333,79.81,53,100,4.34,overcast clouds
434,Clarence Town,AU,2021-04-26 01:33:48,-32.5833,151.7833,68.0,68,40,3.44,scattered clouds
435,Laguna,US,2021-04-26 01:33:48,38.421,-121.4238,61.0,55,40,10.36,scattered clouds
436,Forssa,FI,2021-04-26 01:33:48,60.8146,23.6215,32.0,92,100,1.99,overcast clouds
437,Almaznyy,RU,2021-04-26 01:33:48,48.0448,40.045,46.4,61,20,8.95,few clouds
438,Iracoubo,GF,2021-04-26 01:33:49,5.4802,-53.2011,77.27,90,100,9.28,overcast clouds
439,Kloulklubed,PW,2021-04-26 01:33:49,7.0419,134.2556,86.0,74,75,14.97,broken clouds
440,Beaumont,US,2021-04-26 01:28:56,30.0861,-94.1019,69.8,73,1,5.75,clear sky
441,Pucallpa,PE,2021-04-26 01:33:49,-8.3791,-74.5539,82.4,83,40,4.61,scattered clouds
442,San Rafael,AR,2021-04-26 01:33:50,-34.6177,-68.3301,59.47,55,0,4.61,clear sky
443,Kapoeta,SS,2021-04-26 01:33:50,4.7717,33.5903,73.83,77,100,3.0,moderate rain
444,Cruzeiro Do Sul,BR,2021-04-26 01:33:50,-29.5128,-51.9853,64.99,80,76,4.29,broken clouds
445,Oloron-Sainte-Marie,FR,2021-04-26 01:33:50,43.1944,-0.6107,57.2,82,75,3.44,broken clouds
446,Buala,SB,2021-04-26 01:33:51,-8.145,159.5921,84.09,75,63,2.08,light rain
447,Cockburn Town,TC,2021-04-26 01:33:51,21.4612,-71.1419,78.8,73,40,11.5,scattered clouds
448,Tual,ID,2021-04-26 01:33:51,-5.6667,132.75,83.17,69,77,8.03,broken clouds
449,Nantucket,US,2021-04-26 01:31:07,41.2835,-70.0995,48.2,93,90,20.71,overcast clouds
450,Vila Franca Do Campo,PT,2021-04-26 01:33:06,37.7167,-25.4333,59.0,82,75,10.36,broken clouds
451,Westport,US,2021-04-26 01:30:55,41.1415,-73.3579,55.4,67,1,11.45,clear sky
452,Langsa,ID,2021-04-26 01:33:51,4.4683,97.9683,82.35,76,100,1.77,overcast clouds
453,Kaeo,NZ,2021-04-26 01:33:52,-35.1,173.7833,66.99,77,19,1.99,moderate rain
454,Naryan-Mar,RU,2021-04-26 01:33:52,67.6713,53.087,37.24,93,100,6.11,overcast clouds
455,Bandarbeyla,SO,2021-04-26 01:33:52,9.4942,50.8122,81.59,73,100,6.2,overcast clouds
456,Hailar,CN,2021-04-26 01:33:06,49.2,119.7,53.26,63,100,20.45,overcast clouds
457,Matagami,CA,2021-04-26 01:32:34,49.7502,-77.6328,19.4,93,90,17.27,light snow
458,Maralal,KE,2021-04-26 01:33:53,1.0968,36.698,57.51,79,76,4.85,broken clouds
459,Burns Lake,CA,2021-04-26 01:30:14,54.2331,-125.7533,53.6,19,17,5.75,few clouds
460,Kayerkan,RU,2021-04-26 01:33:53,69.3497,87.7602,10.98,83,99,4.45,overcast clouds
461,Caohe,CN,2021-04-26 01:33:53,30.2297,115.4335,61.47,87,100,3.96,overcast clouds
462,Ruidoso,US,2021-04-26 01:33:53,33.3317,-105.673,68.0,8,1,20.71,clear sky
463,Mandalgovi,MN,2021-04-26 01:33:54,45.7625,106.2708,31.84,75,100,28.52,overcast clouds
464,Dali,CN,2021-04-26 01:33:54,25.7,100.1833,72.7,24,0,3.96,clear sky
465,North Bend,US,2021-04-26 01:33:54,43.4065,-124.2243,48.99,93,90,12.66,overcast clouds
466,Zhigansk,RU,2021-04-26 01:33:54,66.7697,123.3711,29.57,98,100,11.3,snow
467,Evensk,RU,2021-04-26 01:33:55,61.95,159.2333,26.92,82,96,9.44,overcast clouds
468,Kihei,US,2021-04-26 01:33:55,20.785,-156.4656,78.8,65,40,26.46,scattered clouds
469,Luwuk,ID,2021-04-26 01:33:55,-0.9516,122.7875,85.15,64,78,5.48,broken clouds
470,Angoche,MZ,2021-04-26 01:33:55,-16.2325,39.9086,73.63,91,88,3.0,moderate rain
471,Bintulu,MY,2021-04-26 01:33:44,3.1667,113.0333,82.4,89,20,5.75,few clouds
472,Nueva Loja,EC,2021-04-26 01:33:56,0.0847,-76.8828,72.12,98,88,2.48,overcast clouds
473,Mozhaysk,RU,2021-04-26 01:33:56,55.5019,36.0272,29.08,85,9,8.1,clear sky
474,Rupnagar,IN,2021-04-26 01:33:56,30.9664,76.5331,84.99,31,0,4.05,clear sky
475,Tautira,PF,2021-04-26 01:33:56,-17.7333,-149.15,86.0,66,20,5.75,light rain
476,Grand Gaube,MU,2021-04-26 01:33:57,-20.0064,57.6608,75.0,89,100,5.01,moderate rain
477,Iralaya,HN,2021-04-26 01:33:57,15.0,-83.2333,79.25,70,15,10.54,few clouds
478,Karratha,AU,2021-04-26 01:33:57,-20.7377,116.8463,85.95,26,0,12.37,clear sky
479,Lata,PT,2021-04-26 01:33:58,40.1629,-8.3327,57.99,88,20,5.75,few clouds
480,Valky,UA,2021-04-26 01:33:58,49.8387,35.6207,37.4,70,0,4.47,light rain
481,Bourail,NC,2021-04-26 01:33:58,-21.5667,165.4833,75.61,70,73,10.6,broken clouds
482,Fez,MA,2021-04-26 01:29:24,34.0372,-4.9998,53.6,94,75,6.91,broken clouds
483,Reconquista,AR,2021-04-26 01:33:59,-29.15,-59.65,52.97,68,0,6.4,clear sky
484,Warsaw,PL,2021-04-26 01:33:46,52.2298,21.0118,37.0,86,0,2.3,clear sky
485,Presidencia Roque Saenz Pena,AR,2021-04-26 01:33:57,-26.7852,-60.4388,55.13,82,0,5.03,clear sky
486,Atar,MR,2021-04-26 01:33:51,20.5169,-13.0499,76.71,21,0,4.09,clear sky
487,Buta,CD,2021-04-26 01:33:59,2.7858,24.73,68.07,99,100,2.06,light rain
488,Ambilobe,MG,2021-04-26 01:33:59,-13.2,49.05,70.29,87,82,3.36,broken clouds
489,Berdigestyakh,RU,2021-04-26 01:33:59,62.0989,126.6992,34.68,99,100,6.76,light snow
490,Kusu,JP,2021-04-26 01:34:00,33.2831,131.1514,66.2,22,0,2.3,clear sky
491,Nyurba,RU,2021-04-26 01:34:00,63.2842,118.3319,29.91,83,100,11.68,overcast clouds
492,Palmer,US,2021-04-26 01:34:00,42.1584,-72.3287,48.2,81,40,4.61,scattered clouds
493,Thinadhoo,MV,2021-04-26 01:34:01,0.5333,72.9333,82.33,64,54,3.87,broken clouds
494,Juneau,US,2021-04-26 01:29:03,58.3019,-134.4197,62.6,20,20,8.05,few clouds
495,Plouzane,FR,2021-04-26 01:34:01,48.3833,-4.6167,46.4,87,0,20.71,clear sky
496,Assiniboia,CA,2021-04-26 01:34:02,49.6334,-105.9845,35.6,93,100,10.36,overcast clouds
497,Ola,RU,2021-04-26 01:34:02,59.5833,151.2833,23.92,54,13,1.21,few clouds
498,Quatre Cocos,MU,2021-04-26 01:34:02,-20.2078,57.7625,75.2,94,75,11.5,light rain
499,Milkovo,RU,2021-04-26 01:34:02,54.7167,158.6167,40.14,73,100,2.21,overcast clouds
500,Hithadhoo,MV,2021-04-26 01:30:16,-0.6,73.0833,82.44,68,60,4.56,broken clouds
501,Xai-Xai,MZ,2021-04-26 01:34:03,-25.0519,33.6442,69.4,89,9,2.19,clear sky
502,Sisimiut,GL,2021-04-26 01:34:03,66.9395,-53.6735,38.53,78,100,3.47,overcast clouds
503,Yuli,NG,2021-04-26 01:34:03,9.6989,10.2744,81.88,57,90,2.66,overcast clouds
504,Chingirlau,KZ,2021-04-26 01:34:04,51.095,54.0814,40.53,62,99,2.53,overcast clouds
505,Praia,CV,2021-04-26 01:34:04,14.9215,-23.5087,69.8,73,75,16.11,broken clouds
506,Hambantota,LK,2021-04-26 01:34:04,6.1241,81.1185,77.0,100,20,4.88,few clouds
507,Cairns,AU,2021-04-26 01:34:04,-16.9167,145.7667,75.2,94,90,10.36,moderate rain
508,Pedernales,DO,2021-04-26 01:34:05,18.0384,-71.744,78.46,72,68,5.44,broken clouds
509,Muroto,JP,2021-04-26 01:34:05,33.2833,134.15,62.6,36,0,6.91,clear sky
510,Ketchikan,US,2021-04-26 01:34:05,55.3422,-131.6461,60.8,29,1,11.5,clear sky
511,Ipixuna,BR,2021-04-26 01:34:06,-1.7625,-48.8043,77.0,94,90,2.3,heavy intensity rain
512,Balikpapan,ID,2021-04-26 01:34:06,-1.2675,116.8289,84.22,66,63,4.68,light rain
513,Shache,CN,2021-04-26 01:34:06,38.4167,77.2406,61.88,19,0,7.85,clear sky
514,Lagoa,PT,2021-04-26 01:30:12,39.05,-27.9833,59.16,84,100,10.94,overcast clouds
515,Padang,ID,2021-04-26 01:31:11,-0.9492,100.3543,82.27,74,95,0.87,overcast clouds
516,Kinango,KE,2021-04-26 01:34:07,-4.1372,39.3153,80.6,89,75,9.22,broken clouds
517,Jalu,LY,2021-04-26 01:34:07,29.0331,21.5482,61.29,57,0,10.09,clear sky
518,Verkh-Neyvinskiy,RU,2021-04-26 01:34:07,57.2701,60.1376,35.65,81,64,12.12,broken clouds
519,Bonthe,SL,2021-04-26 01:34:08,7.5264,-12.505,81.03,81,99,7.61,overcast clouds
520,Eyl,SO,2021-04-26 01:34:08,7.9803,49.8164,82.29,76,96,6.91,light rain
521,Osoyoos,CA,2021-04-26 01:34:08,49.0331,-119.4524,50.0,76,100,2.3,overcast clouds
522,Palenque,MX,2021-04-26 01:34:08,17.5167,-91.9667,85.73,59,87,7.11,overcast clouds
523,Palmas Bellas,PA,2021-04-26 01:34:08,9.2319,-80.0867,82.0,61,54,5.01,broken clouds
524,Arrecife,ES,2021-04-26 01:34:09,28.963,-13.5477,66.2,77,0,6.91,clear sky
525,Constancia,MX,2021-04-26 01:34:09,24.2231,-107.1869,75.0,72,100,1.99,overcast clouds
526,Undory,RU,2021-04-26 01:34:09,54.6085,48.3928,37.4,70,2,15.66,clear sky
